commit_hash,commit_size,files_changed,test_coverage,past_failures,dependency_changes,author_experience,time_of_commit,build_time,build_outcome
abc000794,10,2,50.86463408190029,1,0,143,18,189.837523249098,0
abc000795,100,3,52.42809002981504,0,0,32,0,6.608950331762573,0
abc000796,200,1,41.50007902906865,2,0,177,12,467.2287519761245,0
abc000797,50,3,84.8213001646588,4,0,149,6,114.41712716115876,0
abc000798,50,25,38.574850337619246,2,0,65,0,576.7582149664725,1
abc000799,200,1,74.4434661407214,0,0,198,12,486.80318259244535,0
abc000800,50,5,38.669221869407224,1,0,27,18,324.88254413598236,1
abc000801,10,10,34.93749463150696,5,0,151,6,117.85716696468387,1
abc000802,50,10,93.66006525801136,4,0,47,18,217.8973917811314,0
abc000803,50,25,43.309013642309395,4,0,12,0,176.54387057422895,0
abc000804,20,3,87.4875108191793,4,0,85,18,124.14682968176463,0
abc000805,50,25,68.12416097749951,3,1,66,18,565.4315401531742,1
abc000806,200,5,35.44995637261387,2,0,133,0,198.2081062996953,1
abc000807,200,1,96.88137340066473,1,0,137,6,536.4314228002606,0
abc000808,20,2,47.287281689432476,1,0,148,0,33.35270870765939,0
abc000809,10,5,90.17517417468245,1,0,110,12,45.604564477016865,0
abc000810,500,1,41.816700404919494,0,0,82,0,1135.885575949859,0
abc000811,100,3,89.7760017499297,1,1,125,0,265.8510310561978,1
abc000812,10,3,30.92601690337058,4,0,63,6,213.86398327041138,0
abc000813,200,1,65.82463195986364,0,0,72,12,222.16980540912655,0
abc000814,100,3,83.86098055950897,1,0,98,18,72.72420213919503,1
abc000815,20,5,95.43568622449483,3,0,73,18,380.5042811287621,0
abc000816,50,2,93.6441495344541,1,0,71,18,26.57744608702862,0
abc000817,20,1,87.37374086833515,2,0,30,18,255.5188990727951,1
abc000818,10,1,92.17339447629129,1,0,125,6,253.72787085918188,0
abc000819,20,2,43.945378008595355,2,0,16,12,736.6804094189505,0
abc000820,100,10,49.89290069982101,3,0,133,6,224.0801121016881,0
abc000821,10,1,50.22779674447409,1,0,157,0,44.22397182211064,0
abc000822,20,3,56.393775170118914,5,0,47,12,255.11807563467468,1
abc000823,20,1,57.53244692696321,5,0,101,12,28.731208388059805,1
abc000824,20,2,68.11887272582729,1,1,107,18,68.36913773795885,0
abc000825,200,5,41.1915834356509,0,0,126,18,9.480819406585638,0
abc000826,20,5,78.38726646501925,1,0,22,18,216.0282529217223,0
abc000827,20,1,41.72965775131546,3,0,185,18,26.49616234925791,0
abc000828,50,2,51.72159374731832,1,0,83,0,190.12087283513657,0
abc000829,20,1,65.23415914243078,0,0,163,18,810.6727882838882,1
abc000830,10,2,85.75083930664341,3,0,60,6,381.6341826844101,1
abc000831,20,3,81.7628463267109,2,0,198,12,24.171648466072952,0
abc000832,10,1,75.18740494873656,0,0,188,0,76.16195157451116,0
abc000833,10,2,40.90412824061191,0,0,58,0,335.9468734797005,0
abc000834,20,2,68.29317419309044,1,1,3,12,675.2878600627173,0
abc000835,20,10,36.12125512599198,2,0,162,12,10.041778654593351,0
abc000836,200,50,56.41542237576556,1,0,45,12,502.1147510119457,1
abc000837,20,1,58.946157120297144,0,0,50,0,247.53345843861976,1
abc000838,50,5,32.78680076120277,3,0,2,6,236.95777746482776,1
abc000839,50,2,49.17916696289802,0,0,15,6,949.6942482790938,1
abc000840,10,2,96.89546270865425,2,0,165,12,413.07507524724383,0
abc000841,50,5,96.75428254807827,1,0,143,0,569.3738258252143,1
abc000842,10,10,54.662893797677754,1,0,188,18,131.08467507991907,1
abc000843,200,25,33.017007626382686,3,0,96,0,242.4758685913657,1
abc000844,10,3,42.53664575297271,2,1,85,12,286.66986235172874,1
abc000845,20,2,57.45524554034781,3,0,192,0,116.39835659096335,0
abc000846,10,5,96.34457885784609,3,0,111,0,253.36418148136613,0
abc000847,500,2,39.88393444760295,5,0,180,0,81.01370535104556,0
abc000848,20,3,83.44610905677486,2,1,23,18,46.42674373880944,0
abc000849,50,2,37.607777756228444,0,0,99,12,140.50721996067625,1
abc000850,10,3,98.68803041738938,1,0,37,12,403.3035529510412,1
abc000851,50,1,56.713154937639445,1,0,107,12,743.7506756939338,0
abc000852,10,1,84.26641772293392,2,0,41,6,183.58855092073912,0
abc000853,100,10,53.981375796779226,3,0,57,6,308.85772462181774,0
abc000854,10,1,73.93682140111662,4,1,97,12,32.6222437203578,1
abc000855,10,3,43.441125931802574,0,0,25,0,704.4748835656575,0
abc000856,10,1,40.221471350787375,1,0,110,0,252.2187936823329,0
abc000857,20,1,95.66448976976919,2,0,37,12,454.6999214953314,0
abc000858,50,1,94.23530945331034,2,0,40,18,474.60694772074515,1
abc000859,10,1,92.12282581490177,3,0,85,18,88.90809647594062,0
abc000860,100,10,73.78034151166153,1,1,46,0,225.9802927493287,0
abc000861,20,2,86.57877478513947,1,0,188,0,969.2826359129144,0
abc000862,20,25,34.832585583796245,2,1,102,6,28.172748297775172,1
abc000863,20,3,53.43523293234754,0,0,98,18,344.70327735839004,0
abc000864,20,2,51.95921873300094,3,0,19,0,983.1428402778303,1
abc000865,50,3,74.49517253668293,3,0,91,0,107.24991721606017,1
abc000866,10,3,54.91704414294483,3,0,137,12,592.9527015872716,0
abc000867,10,5,40.39547471505766,3,0,69,6,813.8775737912785,1
abc000868,100,2,71.75269527894807,2,0,5,18,412.4119790756273,0
abc000869,200,2,87.0068744468357,5,0,154,18,78.92740041541931,0
abc000870,20,10,56.74864461219812,3,0,147,6,121.94000632846213,1
abc000871,10,10,39.25881005689372,1,0,158,0,10.939852970803662,0
abc000872,50,10,43.76817381189761,4,0,48,18,534.1626078379996,0
abc000873,20,2,46.62383136185688,2,0,112,18,568.3593745892236,1
abc000874,10,5,50.99283150961753,2,0,144,18,300.48131884686785,0
abc000875,10,2,74.99565493544165,0,0,199,12,130.4038499605375,0
abc000876,50,2,72.06618391764033,1,0,18,6,23.97639849506675,0
abc000877,50,1,78.72559030969273,2,0,184,18,419.58006242411835,0
abc000878,10,3,55.37513891720592,1,0,149,6,388.9648300767711,0
abc000879,10,1,87.67983563159848,3,0,31,0,731.1866548754208,1
abc000880,10,2,44.28613628090322,5,0,129,6,393.39171361162016,0
abc000881,50,10,62.832852326270775,2,0,131,12,529.2928045100975,0
abc000882,10,1,86.06571050790012,2,0,25,12,411.0727074761495,0
abc000883,10,1,42.61110534128335,2,0,8,6,298.8333797727817,0
abc000884,100,1,37.690417961854806,1,1,193,12,167.0432745317597,0
abc000885,10,10,91.85787773815929,1,0,62,18,697.1956632847803,0
abc000886,50,3,54.00507639314371,3,0,135,12,315.77799269792183,0
abc000887,10,2,77.87090874363224,4,0,7,0,152.42647312644635,0
abc000888,10,5,31.774402298475692,2,0,136,6,26.147913002132544,0
abc000889,10,5,78.30328218866147,4,0,19,6,103.04506705473158,1
abc000890,50,2,52.127091808287936,2,0,145,0,235.39901496972837,0
abc000891,100,3,33.901859751120924,3,1,139,0,96.738114240727,0
abc000892,100,5,72.68689330836818,2,0,111,0,75.01391825543814,1
abc000893,20,3,46.85626712512213,3,0,177,0,224.84765712894662,1
abc000894,50,1,57.0765069436316,2,0,11,18,55.83394526566257,1
abc000895,10,10,35.640656860055955,3,0,41,12,483.44710015086434,0
abc000896,10,3,40.30142757664618,0,0,190,12,198.70867192105732,0
abc000897,100,2,50.858406484709064,2,0,114,18,255.89815732087249,0
abc000898,10,2,36.283165039211,2,0,180,0,47.83354490816328,0
abc000899,10,1,93.75783852804207,3,0,194,6,117.72454022418256,0
abc000900,10,1,30.42329302287849,2,0,196,6,158.33542774912823,0
abc000901,10,5,63.8702153205018,0,0,92,6,495.41070421793046,0
abc000902,10,1,38.627322069278605,1,0,75,0,441.1109367993968,1
abc000903,50,2,51.537536263456396,4,1,67,18,75.68578171723405,0
abc000904,20,3,94.82416918727859,2,0,168,18,287.27375805746107,0
abc000905,100,1,41.31861872917908,2,0,5,18,83.69851732722903,0
abc000906,100,25,97.60826238028328,1,0,116,12,1333.0979996311896,1
abc000907,20,1,44.40560638925952,2,1,150,12,911.7415195374423,0
abc000908,10,2,81.90962759267808,1,0,118,12,248.528410565916,0
abc000909,20,2,68.26740854281182,2,0,165,12,360.0964155575945,1
abc000910,50,1,91.91351093177315,1,0,11,6,484.98465629719004,0
abc000911,10,1,68.77952788521917,2,0,44,6,382.96135027659426,0
abc000912,50,5,67.41914534094161,1,0,181,18,361.0205812728318,0
abc000913,20,25,43.68206002578799,3,1,77,12,955.0092287013988,1
abc000914,50,1,41.63605534361611,1,1,118,18,272.241004440778,0
abc000915,20,3,94.15424057808599,2,0,116,0,303.42998196989765,0
abc000916,10,5,52.94867391950238,1,0,189,12,567.6770496380789,1
abc000917,200,5,56.04575784740271,0,0,67,12,332.4995927197722,1
abc000918,100,2,83.18765608998719,1,0,13,18,396.0762901268996,1
abc000919,10,2,53.71764376959651,2,1,92,18,80.03800513792757,0
abc000920,100,2,96.6443712647302,0,0,11,0,139.21454250362487,1
abc000921,20,5,81.65494382991602,2,0,139,18,47.804721423842,0
abc000922,100,5,71.82004698013941,2,0,85,12,211.42351841845235,0
abc000923,100,1,91.66266123813267,0,0,85,6,182.4915167834988,0
abc000924,20,2,33.472413584463794,1,0,135,0,1759.482798476648,1
abc000925,10,10,47.99438845324461,2,0,17,0,283.41373854825355,1
abc000926,10,5,62.552543395463694,0,0,48,12,463.158012099833,0
abc000927,20,25,45.88849776300647,4,0,142,6,121.94629105470526,1
abc000928,50,5,82.07336311115063,4,1,191,18,534.3265782375229,1
abc000929,10,2,94.34456217376076,1,0,192,18,286.4197983678767,0
abc000930,10,3,59.66390839516464,2,0,97,6,358.1991496611113,1
abc000931,100,3,53.94928200783265,3,0,75,6,104.62511843513788,1
abc000932,500,1,97.30855124962964,4,0,193,12,238.64594054816297,0
abc000933,20,3,61.13967029792786,3,0,162,18,301.56689128182654,0
abc000934,10,5,64.23338803144983,1,0,137,12,266.8177337419529,0
abc000935,10,1,54.615491063933376,3,0,77,18,740.2156743613979,1
abc000936,10,5,93.66839311084968,1,0,128,18,685.6377678980282,0
abc000937,200,3,69.82688382972955,1,0,37,6,1061.9729614971554,0
abc000938,10,25,83.35222110271513,1,1,30,12,330.2696757110286,1
abc000939,50,1,86.82647028456205,3,0,169,6,1071.746604168743,0
abc000940,10,2,53.92943293420807,0,0,173,12,535.9921779746049,1
abc000941,50,3,60.3586031924266,3,1,47,18,94.75539399438509,0
abc000942,50,2,89.39302420843853,0,0,135,0,167.28905468115602,0
abc000943,100,5,55.42787461730671,2,0,142,0,81.69716158735706,0
abc000944,10,5,85.5754593416296,0,0,48,12,1.26179809016358,0
abc000945,10,1,95.8694625802106,0,0,134,12,62.49449443328922,0
abc000946,10,3,73.62472611476049,0,0,34,6,1.2206558559093432,0
abc000947,200,3,81.91391012163223,1,0,101,18,381.7166755263488,0
abc000948,100,2,86.35681184287944,1,0,46,0,166.29446507981493,0
abc000949,50,10,89.15277542276498,3,0,187,6,112.44064478413631,1
abc000950,50,5,57.65373364997572,1,0,70,12,430.29376977792805,0
abc000951,50,3,33.58844214231987,0,0,136,18,536.0078920018016,0
abc000952,10,5,58.13133898657176,3,0,24,6,1110.2800072140383,0
abc000953,200,2,77.16293608488628,2,0,67,6,308.1780717964896,1
abc000954,20,10,61.524527004655496,1,0,4,12,185.70646804090103,0
abc000955,20,3,82.4274205602279,1,1,1,18,109.26713874857933,0
abc000956,20,5,54.988770062806466,3,0,34,0,75.43135432309111,0
abc000957,10,10,74.43208987728207,3,0,109,6,71.82988323526816,0
abc000958,10,2,43.04938633977822,1,0,9,12,157.87792317689642,0
abc000959,50,5,82.45586056514699,2,0,63,6,1440.5875554994086,0
abc000960,10,1,68.19871781691181,3,1,10,12,0.2562186133754485,1
abc000961,50,2,44.28450719826204,2,0,138,12,65.89710237458594,0
abc000962,10,2,50.433782144846504,1,0,178,12,62.621707334492974,0
abc000963,20,25,82.40260960072827,2,0,44,18,378.8192042568741,0
abc000964,10,10,63.78208649630645,1,1,118,0,130.38386968963997,1
abc000965,20,5,45.12220082751506,2,1,176,18,183.3379132639146,1
abc000966,50,5,97.70898332592084,4,0,6,0,48.270470429020875,0
abc000967,10,3,80.05875138718216,1,1,121,12,155.75666903144764,0
abc000968,50,10,96.99943827778573,0,0,152,0,32.67665924548614,0
abc000969,20,2,59.897353175224026,1,0,95,18,228.4556157483367,0
abc000970,50,2,63.25702384842043,4,0,111,6,30.921729057851604,0
abc000971,200,1,92.85686513295134,2,1,186,18,468.92146380599434,1
abc000972,50,5,66.75345381717693,0,0,105,18,250.82944584990682,1
abc000973,10,5,79.5095238333967,1,0,64,18,386.1714062002658,0
abc000974,10,2,47.652101424687096,0,0,184,18,162.6517462172107,0
abc000975,10,1,61.27085280918484,3,0,140,18,144.13320300996008,1
abc000976,50,5,38.64149060672486,1,1,163,0,31.011711015203858,1
abc000977,10,1,44.41860251138732,2,0,71,0,222.6102372606861,0
abc000978,20,5,30.066039068734177,2,1,104,6,216.77413508599054,0
abc000979,50,25,32.748553615406216,3,1,89,18,189.39108627423988,0
abc000980,20,2,98.40986762238505,2,0,6,18,404.7208045109038,0
abc000981,100,1,46.96475865957336,1,0,193,6,536.0394590735777,0
abc000982,10,5,76.43174966528014,4,0,110,6,416.83741804087646,1
abc000983,10,5,88.7369789159728,2,0,188,12,46.598421787058086,0
abc000984,50,3,68.5462321465595,2,0,112,6,291.90555831585317,0
abc000985,20,25,40.720115005876934,1,0,196,6,25.119861738392565,1
abc000986,50,1,80.96815061353165,4,0,157,6,355.8617600181823,0
abc000987,20,3,72.01759870697082,1,1,166,12,144.30194815831743,1
abc000988,10,5,81.18754125431626,3,0,150,0,42.64156920317758,0
abc000989,100,10,83.8822635999961,2,0,127,12,594.2610571682652,0
abc000990,100,1,98.27872573793216,1,1,136,0,285.5818540435461,0
abc000991,50,5,70.1494296018697,1,0,63,6,131.42359403663562,1
abc000992,10,3,53.914877888342126,0,0,141,12,9.362747511111456,0
abc000993,50,2,75.3925189830166,1,0,155,12,231.20956660695143,0
abc000994,20,1,34.79084964698383,1,0,146,0,770.0662965204775,0
abc000995,10,10,92.81781228251104,1,0,18,12,272.18430696711863,0
abc000996,200,1,38.35667079367377,3,0,77,12,1068.9448728006143,1
abc000997,10,2,52.948998652007276,2,0,190,18,44.011432248606724,1
abc000998,200,2,87.10217664382847,3,0,142,0,252.01086026812712,0
abc000999,20,10,71.81186648314983,0,0,139,12,480.0320468423973,0
abc001000,10,3,57.55448641942095,1,0,103,12,223.67385141389175,1
abc001001,20,5,63.1404961562515,1,0,117,6,28.64495590659451,0
abc001002,100,2,89.81831752415262,5,0,17,18,262.3187150878706,0
abc001003,50,3,53.80030702419245,5,0,179,18,283.8224001001711,1
abc001004,100,3,90.875477936852,3,0,14,6,391.3692448128612,0
abc001005,50,5,36.1694101683684,3,0,57,6,429.65313587619124,0
abc001006,50,10,84.37589060460415,2,0,93,6,441.9123419567763,0
abc001007,100,1,89.32833431383155,2,0,134,6,326.6975683001844,0
abc001008,10,3,42.72723569861371,2,0,114,18,72.93163619334796,0
abc001009,20,1,60.12425726605403,0,0,185,12,155.37307609851632,0
abc001010,10,3,41.584984226455894,2,0,132,12,449.0068891242634,0
abc001011,500,2,79.46228902959524,1,0,139,6,920.0201845489643,0
abc001012,200,2,67.47434376431598,2,0,109,0,24.67129801790588,0
abc001013,10,2,74.47263426958247,2,0,119,6,230.06180572031067,1
abc001014,50,3,43.75408768693478,4,0,92,12,112.41775338589964,0
abc001015,200,2,44.82221034366937,4,1,11,0,76.62018886900997,1
abc001016,10,5,32.904812785693444,2,0,99,6,211.45098104018248,0
abc001017,50,2,52.54472746370108,2,0,8,0,279.48934442341346,0
abc001018,200,1,69.18212629335724,4,0,114,6,2.946087912638037,0
abc001019,10,5,90.05544397981302,2,0,187,18,454.5201414851998,1
abc001020,50,2,76.68492132210764,4,0,149,12,514.243144818222,0
abc001021,10,2,60.4777426379826,0,0,65,6,1010.1329279306005,0
abc001022,200,3,96.71840800758964,0,0,93,0,59.77088626422955,0
abc001023,500,2,80.34716404030823,2,1,152,12,270.8292112220105,1
abc001024,200,1,95.1115642003785,2,1,158,6,166.86479322899746,1
abc001025,20,2,66.9311581290516,3,0,104,6,122.31282059571627,0
abc001026,100,10,48.123299235519774,3,1,99,6,250.15995581974045,1
abc001027,100,3,33.69786804553054,4,0,84,6,457.50572113068705,1
abc001028,20,3,80.82593960386953,1,0,185,18,6.996796332912284,0
abc001029,100,3,38.491209860387386,2,0,73,12,1046.0276845992366,1
abc001030,10,1,51.1942589790377,1,0,145,18,498.0324503468773,1
abc001031,50,2,67.27296355187282,1,0,59,12,417.27595704979353,1
abc001032,10,5,69.50916114458234,5,0,31,6,428.61952563285183,0
abc001033,10,1,72.04082378909952,1,0,64,12,147.82730574755152,0
abc001034,10,2,41.63787312447904,3,0,48,0,417.83929956449595,1
abc001035,50,2,56.58161833751541,1,0,23,12,146.7046649019086,1
abc001036,20,2,73.20359589818767,0,0,198,0,686.9208867892054,0
abc001037,50,25,97.88732052436494,1,0,158,0,58.52079761923977,0
abc001038,10,1,80.93417963897821,0,1,55,18,103.74060536859854,1
abc001039,20,3,94.58226299657704,1,0,7,12,240.44533183020997,0
abc001040,20,1,83.35484408199238,3,0,112,6,115.35087360886608,0
abc001041,100,25,71.42018782246802,2,1,106,12,165.61787619810667,0
abc001042,20,1,43.44163583954412,1,0,98,18,203.43187305232942,0
abc001043,50,2,76.66799563247591,3,0,12,0,582.1196418419423,0
abc001044,100,5,73.63656961719349,3,0,60,0,222.19257502107249,1
abc001045,50,5,72.17284193200865,0,0,52,18,135.04140641024372,1
abc001046,10,2,64.28501075917686,2,0,155,18,85.40045125988192,0
abc001047,10,2,67.0059622792493,1,0,140,12,157.61734577410843,0
abc001048,100,2,53.410976898267286,2,0,141,0,217.537584612268,0
abc001049,10,2,66.35188848496122,0,0,72,18,411.2619923842616,0
abc001050,100,1,43.82891339749348,3,1,190,12,38.70776200877964,1
abc001051,20,2,86.36220781522638,2,0,125,12,75.15796565614221,0
abc001052,200,2,43.004386828909546,4,1,157,6,143.2433753001967,1
abc001053,100,2,35.94764029226265,1,1,163,0,134.07294133986414,0
abc001054,500,3,60.537221845001014,4,0,60,12,149.1498459690253,0
abc001055,20,25,76.08152076542433,1,0,157,18,473.26735450498586,0
abc001056,100,3,60.6401777453479,1,0,31,0,117.53719073302317,0
abc001057,20,1,49.3727892365916,0,1,77,18,209.08522974996328,0
abc001058,20,1,69.07198287233085,4,0,76,18,293.37567393501837,0
abc001059,50,25,54.290163478854,4,0,61,12,79.25941802461303,1
abc001060,100,2,95.30073830886431,2,0,2,12,380.49514958485264,0
abc001061,500,1,94.58515977225005,2,0,161,6,237.63267679033964,0
abc001062,100,3,65.16602739804668,2,1,190,18,177.60048865555063,0
abc001063,20,3,52.95187958127809,2,0,121,12,497.8785453000628,0
abc001064,20,3,81.59926897696474,4,1,59,6,83.71394369969497,0
abc001065,50,2,32.56990604381466,0,0,40,0,644.1259496117957,0
abc001066,10,1,63.233830423055586,4,0,177,6,247.01006597168214,0
abc001067,10,25,53.54263759892335,1,1,32,6,281.84852426662206,1
abc001068,20,2,94.43751195717883,1,0,38,18,623.9740098969363,0
abc001069,10,3,30.840211909087778,2,1,92,0,510.43748782174777,1
abc001070,10,5,68.69704130028444,3,0,88,18,276.06106470701747,0
abc001071,10,3,81.84645067466383,2,0,141,18,419.7381497576483,0
abc001072,10,2,63.951259126682885,7,0,85,6,170.38788267106568,0
abc001073,10,2,35.97821211139052,5,1,182,6,237.80921829499505,0
abc001074,500,3,98.07229730195316,2,1,76,12,19.224031614562918,0
abc001075,20,10,66.26073019632685,3,0,128,6,28.24636727790402,0
abc001076,20,10,72.99303710233079,2,0,13,12,530.5747697506365,0
abc001077,50,1,46.56268478952551,2,0,39,18,18.457848673368566,0
abc001078,10,1,63.844865957476266,2,0,23,6,55.681768527699404,0
abc001079,200,10,60.040464437082534,2,0,110,0,476.6445966410825,1
abc001080,100,5,35.24270894013886,2,0,107,0,0.34398231951926483,0
abc001081,10,10,37.431224748322705,1,1,92,18,99.55470019489438,1
abc001082,20,1,88.62307637331422,0,0,142,18,263.14888515202176,0
abc001083,100,3,46.78739665446132,5,0,145,6,271.4939313985402,0
abc001084,200,5,43.647079004904136,5,0,24,12,450.3808289521916,1
abc001085,20,3,65.34380158750974,1,0,186,6,211.52114715936318,0
abc001086,50,2,83.81229919537591,2,1,191,12,213.63898736045067,1
abc001087,10,1,34.33625630052916,0,0,34,6,387.63425553960246,0
abc001088,500,3,70.37655437467791,1,1,179,0,207.11996531069994,1
abc001089,10,2,38.344730998840134,2,1,112,0,281.3240989236851,0
abc001090,200,2,32.55227355779329,0,0,138,12,684.1709694373229,0
abc001091,50,25,33.692076651355215,2,0,118,6,153.97406961251963,0
abc001092,50,2,88.39148757459088,4,0,149,18,145.90091976176737,0
abc001093,20,5,38.258073853964305,3,0,165,12,1.0665913429289824,0
abc001094,10,1,33.16059550886044,3,0,7,0,285.1297931863535,0
abc001095,10,3,60.65299210000386,5,0,90,12,9.067226437342502,1
abc001096,10,25,89.07954303594173,3,0,13,6,210.4436314592812,1
abc001097,10,1,48.368586354251136,6,0,80,18,489.2502398669955,0
abc001098,100,1,59.519883226814144,1,0,30,18,239.49969382594725,1
abc001099,20,2,32.79457727946259,4,0,159,12,94.26373955665633,0
abc001100,10,1,61.43549598944131,0,0,133,6,462.7699769815846,1
abc001101,200,5,70.43291564459935,2,0,160,6,94.29694629667573,0
abc001102,100,10,69.96349376265013,4,0,16,18,396.1876972279236,1
abc001103,200,2,53.26986845220556,2,0,150,0,282.68143954825587,0
abc001104,500,2,52.08732264641949,3,0,192,6,55.89753493561526,0
abc001105,10,2,37.46365332556185,0,0,172,18,706.5865770409279,0
abc001106,20,5,55.675882445238784,0,0,40,18,67.18454366339805,0
abc001107,100,1,36.96462682110753,2,0,37,6,1369.4122120410816,0
abc001108,50,3,83.66171612984361,5,0,78,6,2.2012023682355144,0
abc001109,10,3,97.63920084237301,1,1,16,12,91.74704197902494,0
abc001110,100,3,97.90521196666948,1,0,43,0,66.89068144581712,0
abc001111,10,1,90.55497695627757,2,0,63,12,4.227672301421612,0
abc001112,10,5,72.05545045377335,2,0,15,12,395.4426009946794,0
abc001113,20,1,79.06059880707159,1,0,172,18,354.68864149850555,0
abc001114,50,1,49.96440618762898,0,0,137,18,471.5717859157777,0
abc001115,50,10,74.15392941208344,3,1,65,0,88.9960775208822,0
abc001116,10,5,61.89546846079142,1,0,44,12,176.27699549826784,1
abc001117,100,1,63.74121378438527,1,1,20,12,322.86172953175844,0
abc001118,10,1,83.04435922626107,1,0,119,18,173.82155842779886,0
abc001119,10,1,49.73428489180762,2,1,198,18,358.52946042742354,0
abc001120,100,2,52.26277281861639,2,0,112,6,301.51478810570177,0
abc001121,200,1,94.72492537900456,2,0,123,12,36.530925136064575,0
abc001122,100,1,33.935700639568054,0,0,161,0,455.664140534339,1
abc001123,100,2,63.994400888933825,3,0,80,12,382.6152498576213,1
abc001124,50,5,93.89605602855032,4,0,100,18,319.9896918344626,1
abc001125,50,3,72.725410547271,1,0,6,6,50.55883032396704,0
abc001126,10,3,68.24849519484926,5,0,83,12,93.59097409804181,0
abc001127,20,1,47.482092546054865,2,0,31,0,149.85545415682014,0
abc001128,20,25,54.02928423451138,1,0,66,18,98.5218972148941,0
abc001129,10,5,89.6433891063285,3,0,18,6,77.55750650391465,0
abc001130,50,5,69.14526922379207,2,1,28,12,490.97748317752286,1
abc001131,20,5,66.03195356297459,1,0,68,0,305.02585127337045,1
abc001132,10,10,36.97057994780202,2,0,193,18,250.0485591625982,1
abc001133,10,3,31.121970951858618,1,0,114,0,76.83669305098252,0
abc001134,50,1,97.45796320809343,4,0,173,12,750.5910462231898,0
abc001135,10,3,56.38903171007891,3,1,58,18,63.654792312715394,0
abc001136,100,5,72.2249143469653,3,0,175,12,475.3517929227363,0
abc001137,20,5,35.58005512310995,5,0,194,6,1020.41321970693,0
abc001138,20,3,77.81800000061327,1,1,180,12,389.5869626955867,0
abc001139,50,1,95.27966960941727,3,0,164,6,1482.561292372043,1
abc001140,100,2,70.29656770981939,3,0,129,12,315.84895034777,0
abc001141,20,10,38.82807256627874,5,1,39,0,73.56320362545519,1
abc001142,50,3,70.72050692314338,2,0,106,0,68.37880564728995,1
abc001143,50,3,83.64430491732566,0,0,1,18,117.71918746545633,0
abc001144,10,2,58.449157560181305,2,0,75,0,2.146668086516411,0
abc001145,100,2,91.58864235590275,4,0,88,0,343.42684145394924,0
abc001146,100,10,75.40780673501551,1,1,142,6,93.86623664334263,0
abc001147,50,3,92.94742428024418,4,0,199,0,506.51711686322676,0
abc001148,100,5,73.64537178731361,2,0,151,6,133.49856119635638,0
abc001149,100,2,39.19015804033769,1,0,171,6,196.15284134693914,0
abc001150,50,3,51.67841977736324,2,0,150,6,1011.686053396652,1
abc001151,100,1,44.125646377671984,2,0,60,12,83.18969831565475,0
abc001152,50,5,93.61785484018037,2,0,155,6,383.2363966846075,0
abc001153,50,2,83.22800471012378,3,0,184,12,422.09338701624614,1
abc001154,50,2,77.34788582370042,4,1,130,6,74.92256037981487,0
abc001155,100,3,51.06764237421352,2,0,167,12,208.54285313885845,0
abc001156,10,10,42.88313404351494,0,0,179,18,129.32808560494476,0
abc001157,100,1,82.95157615922383,2,0,110,18,443.3995564185456,0
abc001158,100,5,63.191056211535575,2,0,19,12,292.24215698003064,0
abc001159,10,2,45.805268650544036,1,0,62,18,193.86937713947017,0
abc001160,100,2,73.16353847156925,1,0,71,0,453.3712989371036,0
abc001161,10,1,32.823369649691635,1,1,195,6,80.42484759722176,1
abc001162,20,2,52.83191778897775,1,1,191,12,420.2663557016121,0
abc001163,50,3,62.79898962137943,2,0,111,18,601.5771101148105,0
abc001164,10,1,40.357083387658406,1,0,133,18,632.652694230944,1
abc001165,100,2,98.92581343135878,2,0,72,0,459.2900605495453,0
abc001166,100,10,44.636815521273,4,0,78,6,157.28177253743848,0
abc001167,20,1,39.12471910302859,4,0,189,0,1202.0323772267707,0
abc001168,10,5,44.247441172082745,2,0,100,12,143.21418073284286,0
abc001169,10,2,83.8342793211807,2,0,71,18,305.3520549137678,0
abc001170,50,3,59.785396149029,2,0,7,18,52.689896670615894,0
abc001171,500,2,69.57911578267766,0,0,50,18,1180.4170975209518,1
abc001172,50,1,31.47064098904525,1,0,46,0,365.2044793563145,0
abc001173,10,1,32.410191600132016,0,0,72,0,419.96899050067987,0
abc001174,50,1,61.207788487891136,1,1,76,6,20.41193812511192,0
abc001175,20,1,87.16586702411365,1,1,74,12,432.4378868509807,0
abc001176,100,3,91.96672150952956,3,0,142,6,447.12792844973586,0
abc001177,10,10,36.06945973169481,2,0,73,6,334.21470093458595,1
abc001178,100,5,67.6854171470716,2,0,102,18,103.55505878965714,1
abc001179,20,3,93.92607803954894,3,0,94,0,201.8210932219511,0
abc001180,200,1,57.15809280785204,1,0,69,12,35.106597913528724,0
abc001181,20,2,88.0696081999858,6,0,65,6,191.36316895021042,0
abc001182,50,2,39.35869580796054,2,0,193,12,83.84427922106688,0
abc001183,200,1,95.47761427674591,4,0,185,18,128.81838859859658,1
abc001184,10,3,82.5996322271912,2,0,62,6,53.2361739304961,0
abc001185,200,3,95.89340749508311,0,1,20,0,78.43061222722032,1
abc001186,50,2,77.36320634867545,3,0,154,6,23.897643003040265,0
abc001187,10,2,55.43827523995989,1,0,44,18,757.348945257278,0
abc001188,20,5,95.67268207673057,1,0,195,6,226.76903114113503,0
abc001189,50,5,49.289674341642495,2,0,198,18,151.62307962838696,0
abc001190,10,2,53.25207654432128,1,0,62,6,229.73420955807393,1
abc001191,50,10,79.05658926012183,3,0,107,12,296.89499524397996,0
